2ndFlrSF,MasVnrArea,GarageYrBlt,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,1stFlrSF,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,LotFrontage,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,GarageYrBlt_missing,LotFrontage_missing
0,246,2004,3,No,GLQ,None,2000,1464,536,888,2000,Gd,10386,80.0,0,5,8,2000,2004,2005,305900,0,0
0,0,2007,2,No,Unf,Unf,1125,0,1125,430,1125,TA,8536,74.0,64,5,5,1125,2006,2007,155000,0,0
0,0,0,3,None,None,None,1124,0,0,0,1124,TA,8335,77.0,36,5,5,0,1954,1954,93000,1,0
0,106,1957,3,No,GLQ,Fin,1839,1186,291,416,1839,Gd,14442,110.0,87,7,6,1477,1957,2004,257500,0,0
700,472,1958,4,Gd,Rec,Fin,1444,697,747,389,2144,Gd,159000,70.0,98,7,6,1444,1958,2006,277000,0,1
954,0,1996,3,Gd,GLQ,None,1306,1201,105,533,2260,Gd,14000,80.0,44,5,7,1306,1996,1997,328000,0,0
850,272,1964,4,No,Rec,RFn,1127,442,374,540,1977,TA,9500,100.0,52,6,6,816,1964,1978,165000,0,0
0,0,1987,2,No,ALQ,Unf,845,565,280,360,845,TA,7599,69.0,0,6,4,845,1982,2006,129500,0,0
881,0,1997,3,No,GLQ,RFn,905,648,176,684,1786,Gd,9337,69.0,162,5,6,824,1997,1997,204750,0,0
748,0,1993,3,No,Unf,Fin,1423,0,588,672,2555,TA,11526,79.0,0,7,6,588,1922,1994,191000,0,0
0,0,1959,4,No,Rec,RFn,1700,1018,380,447,1700,Gd,10552,70.0,38,5,5,1398,1959,1959,165500,0,0
712,0,2000,3,No,GLQ,Fin,959,786,173,472,1671,TA,10852,58.0,38,5,6,959,2000,2000,173000,0,0
596,0,1937,3,No,Unf,Unf,780,0,780,198,1376,TA,8600,50.0,0,6,6,780,1937,1950,119500,0,0
0,0,1956,3,No,Unf,Unf,1689,0,1436,480,1689,TA,9855,73.0,0,5,6,1436,1956,1956,127500,0,0
978,0,1996,3,No,None,Unf,1576,0,718,704,2554,TA,10800,60.0,48,8,7,718,1890,1998,159500,0,0
540,0,1949,4,Mn,Unf,Unf,876,0,876,720,1416,TA,12665,100.0,0,8,5,876,1915,1950,153900,0,0
0,0,1957,2,No,GLQ,Unf,816,708,108,308,816,TA,7100,73.0,0,7,5,816,1957,1957,129900,0,0
0,189,1976,3,No,Unf,RFn,1370,0,1090,479,1370,TA,10400,80.0,0,5,7,1090,1976,1976,152000,0,0
0,571,1970,2,No,Unf,RFn,1442,0,1442,615,1442,TA,11717,70.0,0,6,6,1442,1970,1970,185000,0,1
213,0,1948,2,No,BLQ,Unf,1072,336,295,240,1285,TA,8635,50.0,0,5,5,672,1948,2001,127000,0,0
670,22,1995,3,No,Unf,Fin,804,0,384,400,1474,TA,8530,70.0,72,5,7,384,1995,1996,168500,0,1
886,0,1997,3,Av,None,Unf,1127,862,255,455,2013,TA,9920,92.0,130,5,7,1117,1996,1997,269790,0,0
0,468,2007,3,No,GLQ,RFn,1563,33,1530,758,1563,Gd,10206,78.0,99,5,8,1563,2007,2007,245000,0,0
0,0,1954,2,Gd,BLQ,None,1663,1116,248,529,1663,Gd,53227,70.0,137,6,4,1364,1954,1994,256000,0,1
472,0,0,4,No,Unf,None,720,0,720,0,1192,TA,10800,60.0,0,4,4,720,1949,1950,135000,1,0
679,0,1920,4,No,Unf,Unf,1095,0,1095,779,1774,TA,9600,60.0,0,2,4,1095,1900,1950,87000,0,0
571,0,2006,3,Mn,GLQ,RFn,1391,464,927,868,1962,Gd,8760,73.0,90,5,7,1391,2006,2006,239799,0,0
0,0,2007,3,Av,Unf,Fin,1302,0,1302,436,1302,Gd,8993,73.0,22,5,7,1302,2007,2007,176485,0,0
0,0,1990,2,No,Unf,None,734,0,648,440,1118,TA,4400,40.0,0,8,6,648,1920,1950,116000,0,0
0,162,2009,3,Mn,GLQ,Fin,1766,1121,645,478,1766,Ex,9187,85.0,130,5,9,1766,2009,2009,370878,0,0
0,38,1995,3,No,Unf,Fin,1253,0,1237,402,1253,TA,7875,63.0,21,5,7,1237,1995,1996,176000,0,0
0,0,1986,3,No,GLQ,Unf,1097,338,702,480,1097,TA,9672,81.0,0,5,6,1040,1984,1985,152000,0,0
0,0,1971,3,No,GLQ,Fin,1078,734,344,500,1078,TA,12537,70.0,0,6,5,1078,1971,2008,149900,0,1
766,0,1995,3,No,Unf,Fin,806,0,806,373,1572,TA,10364,70.0,40,5,6,806,1995,1996,168000,0,1
192,0,1979,0,Gd,GLQ,Fin,1332,1258,74,586,1524,Gd,23595,70.0,0,6,7,1332,1979,1979,260000,0,1
1038,298,1999,3,No,ALQ,RFn,1022,772,220,390,2060,Gd,8755,70.0,0,5,7,992,1999,1999,214000,0,1
0,541,1958,3,No,GLQ,RFn,1344,111,354,525,1344,Gd,14375,70.0,118,6,6,819,1958,1958,137500,0,1
592,600,1951,4,No,LwQ,None,1226,224,816,240,1818,TA,7758,70.0,0,4,7,1040,1931,1950,169500,0,1
0,192,1961,3,Mn,Rec,Unf,1029,903,126,261,1029,TA,7943,61.0,0,5,4,1029,1961,1961,118500,0,0
1230,0,1973,5,No,ALQ,None,1291,837,105,576,2521,TA,3964,42.0,20,4,6,942,1973,1973,151400,0,0
750,0,2005,3,No,Unf,RFn,750,0,750,564,1500,Gd,8846,68.0,35,5,6,750,2005,2006,173900,0,0
0,0,1970,4,Gd,ALQ,Unf,2217,351,1043,621,2217,Gd,15865,95.0,207,6,8,2217,1970,1970,268000,0,0
0,178,2006,2,Mn,GLQ,RFn,1370,24,1346,484,1370,Gd,6442,44.0,49,5,8,1370,2006,2006,202500,0,0
0,68,2006,3,No,GLQ,None,1262,905,357,572,1262,Gd,7200,60.0,120,5,6,1262,2006,2006,185000,0,0
1070,44,2002,4,No,GLQ,None,824,624,193,510,1894,Gd,11316,80.0,40,5,7,817,2002,2003,214900,0,0
0,254,2007,3,No,Unf,Fin,1694,0,1694,818,1694,Gd,12030,93.0,228,5,8,1694,2007,2007,318000,0,0
0,0,1989,2,No,ALQ,Unf,864,524,160,576,864,TA,10500,70.0,0,6,4,864,1971,1971,97000,0,0
739,50,2004,3,No,Unf,Unf,970,0,970,380,1709,Gd,2522,24.0,40,5,6,970,2004,2006,130000,0,0
457,0,1920,4,No,Unf,Unf,1281,0,715,368,1738,TA,12513,70.0,0,4,4,715,1920,2007,104900,0,1
0,0,1953,3,No,BLQ,Unf,1319,428,0,270,1319,TA,10634,79.0,0,6,5,608,1953,1953,123000,0,0
1523,0,1990,5,Mn,GLQ,Unf,1699,1470,203,594,3222,Gd,12376,90.0,0,5,7,1673,1990,1990,320000,0,0
582,0,0,3,No,Unf,None,773,0,684,0,1355,Gd,6882,60.0,0,7,6,684,1914,2006,127000,1,0
0,0,0,3,No,Unf,None,1306,0,728,0,1306,Fa,5350,55.0,0,2,3,728,1940,1966,76500,1,0
0,0,1988,2,Av,GLQ,Unf,768,656,112,396,768,TA,8445,70.0,0,7,5,768,1972,2007,133000,0,0
0,0,1939,2,No,GLQ,RFn,1077,851,140,205,1077,TA,7420,50.0,4,6,5,991,1939,1950,118000,0,0
504,0,1981,2,No,ALQ,Unf,679,331,318,308,1183,TA,6000,50.0,176,7,3,649,1948,2002,120000,0,0
728,0,2007,3,Av,Unf,Fin,728,0,728,400,1456,Gd,9018,65.0,24,5,7,728,2007,2007,179540,0,0
1286,302,1999,4,No,Unf,Fin,1005,0,975,429,2291,Gd,8738,66.0,0,5,7,975,1999,1999,230000,0,0
0,170,2003,1,Av,GLQ,None,848,685,163,420,848,Gd,4435,70.0,0,5,6,848,2003,2003,140000,0,1
590,272,2008,3,Av,GLQ,Fin,1742,1280,402,846,2332,Ex,12474,96.0,134,5,10,1682,2007,2008,426000,0,0
464,0,1960,3,No,None,Unf,884,0,884,216,1348,TA,6000,50.0,0,8,5,884,1925,1997,117000,0,0
872,0,1935,4,No,Rec,Unf,1236,626,501,540,2108,Gd,13728,120.0,0,7,6,1127,1935,1986,235000,0,0
439,0,1994,3,No,Rec,Unf,897,637,0,570,1336,TA,11040,60.0,47,6,4,637,1920,1950,108000,0,0
950,796,2008,3,Gd,GLQ,Fin,4692,5644,466,1418,5642,Ex,63887,313.0,292,5,10,6110,2008,2008,160000,0,0
0,0,1970,2,No,ALQ,Unf,1344,457,193,484,1344,TA,9503,70.0,28,5,5,1024,1958,1983,144000,0,1
1103,110,2009,3,No,GLQ,Fin,832,544,288,552,1935,TA,8004,75.0,150,5,8,832,2009,2009,263435,0,0
0,0,1958,4,No,Unf,Unf,997,0,941,548,1470,TA,8172,60.0,0,6,4,941,1954,1972,135000,0,0
0,0,1968,3,No,BLQ,RFn,2156,297,1203,508,2156,TA,20781,70.0,80,7,7,1568,1968,2003,262500,0,1
0,336,1963,6,No,Rec,Unf,1728,1332,396,504,1728,TA,9100,70.0,0,5,5,1728,1963,1963,125000,0,0
902,0,2005,3,No,GLQ,RFn,866,400,466,603,1768,Gd,9803,75.0,108,5,7,866,2005,2005,226700,0,0
0,120,1956,3,No,BLQ,Unf,1048,586,462,286,1048,TA,10152,72.0,20,5,5,1048,1956,1956,135000,0,0
864,0,2004,3,No,Unf,RFn,864,0,864,572,1728,Gd,9313,65.0,56,5,7,864,2004,2004,190000,0,0
1215,0,0,4,No,LwQ,None,938,259,425,0,2358,TA,5250,50.0,54,5,8,684,1872,1987,122000,1,0
0,442,2003,3,Av,GLQ,None,1146,786,82,438,1146,Gd,9590,73.0,22,5,7,868,2003,2003,187500,0,0
0,479,2001,3,Av,GLQ,RFn,1601,1358,223,670,1601,Gd,11423,70.0,0,5,8,1581,2001,2002,272000,0,1
668,0,1958,4,No,ALQ,Unf,1252,57,554,451,1920,Gd,13650,70.0,0,5,5,1052,1958,1958,172500,0,1
622,0,1966,3,No,None,Unf,741,0,622,528,1363,TA,7740,60.0,0,7,4,622,1910,1950,125500,0,0
0,0,1952,2,Mn,LwQ,Unf,1148,210,219,308,1148,TA,6420,57.0,0,7,5,980,1952,1952,123500,0,0
0,0,2006,2,Av,Unf,RFn,1294,0,1286,662,1294,Gd,6762,64.0,55,5,7,1286,2006,2006,193879,0,0
336,0,1957,2,No,LwQ,Unf,912,324,588,160,1248,TA,9439,52.0,0,5,5,912,1930,1950,87000,0,0
640,0,2002,3,No,GLQ,Fin,779,353,55,527,1419,Gd,7750,70.0,0,5,8,408,2002,2002,184100,0,1
0,310,1981,3,No,BLQ,Fin,1440,678,762,467,1440,Gd,12546,70.0,0,7,6,1440,1981,1981,182900,0,1
0,0,0,3,No,Unf,None,1140,0,1140,0,1140,TA,17217,90.0,56,5,5,1140,2006,2006,84500,1,0
983,240,1973,3,Mn,ALQ,None,1107,859,216,484,2090,TA,10382,70.0,204,6,7,1107,1973,1973,200000,0,1
0,0,2003,3,No,Unf,RFn,798,0,798,595,1640,Gd,7226,72.0,45,5,7,798,2003,2003,183000,0,0
0,258,1994,3,No,GLQ,RFn,1679,1138,270,575,1679,Gd,8125,65.0,42,5,6,1408,1994,1998,193500,0,0
349,0,2003,3,No,ALQ,Unf,869,375,360,440,1218,TA,6000,60.0,0,6,6,735,1941,1950,131000,0,0
0,0,1976,3,No,ALQ,Fin,1142,874,268,528,1142,TA,4224,44.0,90,5,5,1142,1976,1976,134000,0,0
0,104,1978,3,Av,GLQ,Fin,1110,1097,0,602,1110,Gd,9101,70.0,30,6,5,1097,1978,1978,165500,0,1
0,0,1950,3,No,ALQ,Unf,1164,1040,124,240,1164,TA,10880,68.0,48,5,5,1164,1950,1950,125000,0,0
596,0,1920,3,Mn,Unf,Unf,596,0,596,189,1192,TA,6402,60.0,0,5,5,596,1920,1950,78000,0,0
0,106,2004,3,Av,Unf,RFn,1422,0,1422,626,1422,Gd,8500,63.0,60,5,7,1422,2004,2004,179600,0,0
0,0,1967,3,No,BLQ,RFn,894,702,192,450,894,Gd,9764,57.0,0,7,5,894,1967,2003,130000,0,0
871,0,2005,3,Mn,Unf,RFn,1082,0,1082,1043,1953,Gd,10574,85.0,50,5,8,1082,2005,2006,252000,0,0
829,172,2001,3,No,GLQ,RFn,963,361,602,564,1792,Gd,12435,80.0,96,5,7,963,2001,2001,231500,0,0
252,0,1941,2,No,BLQ,Unf,672,348,324,280,924,Fa,12180,60.0,0,4,4,672,1941,1950,80000,0,0
0,0,1984,2,No,ALQ,Unf,752,623,0,264,752,TA,7175,50.0,0,5,6,744,1984,1984,125000,0,0
780,0,1940,3,No,BLQ,Unf,960,410,390,240,1740,TA,13125,75.0,0,6,7,800,1940,1984,219500,0,0
785,0,1993,3,No,Unf,RFn,808,0,808,389,1593,TA,9636,70.0,40,5,6,808,1992,1993,178000,0,1
0,0,2000,4,No,Rec,Unf,910,507,403,720,1385,TA,8520,71.0,0,4,5,910,1952,1952,166000,0,0
0,0,2005,3,No,Unf,Unf,1266,0,1257,453,1266,Gd,7500,62.0,144,5,7,1257,2005,2005,176000,0,0
1134,0,2006,3,No,Unf,RFn,887,0,868,422,2021,Gd,23257,168.0,100,5,7,868,2006,2006,274725,0,0
0,360,1977,2,No,ALQ,RFn,1334,686,664,630,1334,TA,9650,80.0,16,5,6,1350,1977,1977,167900,0,0
628,212,1999,2,No,BLQ,None,624,510,90,462,1252,Gd,2160,24.0,48,5,7,600,1999,2000,160000,0,0
862,0,1916,5,No,Rec,Unf,1664,168,0,216,2526,Gd,8520,60.0,15,7,6,714,1916,1950,136000,0,0
0,200,2008,2,Gd,GLQ,Fin,2402,1767,788,672,2402,Ex,15431,105.0,72,5,10,3094,2008,2008,555000,0,0
611,0,1920,3,Mn,Unf,Fin,751,0,611,502,1362,TA,6155,60.0,0,8,6,611,1920,1999,128000,0,0
1796,1378,1995,4,Gd,GLQ,Fin,1831,1387,543,807,3627,Gd,35760,118.0,76,5,10,1930,1995,1996,625000,0,0
1306,290,1995,4,No,GLQ,None,1214,565,638,721,2520,Gd,9950,82.0,114,5,7,1203,1995,1995,290000,0,0
0,0,1956,2,None,None,Unf,944,0,0,528,944,Fa,10206,74.0,0,3,3,0,1952,1952,82000,0,0
0,0,1974,3,No,ALQ,Unf,912,842,70,336,912,TA,8521,70.0,0,5,5,912,1967,1967,125000,0,0
797,0,2005,3,No,Unf,RFn,756,0,756,615,1553,Gd,8125,65.0,45,5,7,756,2005,2006,186500,0,0
0,132,1954,3,No,ALQ,Unf,948,492,372,248,948,TA,10215,75.0,0,5,4,864,1954,1954,111000,0,0
920,0,2009,3,No,GLQ,RFn,932,822,78,644,1852,Gd,8640,72.0,108,5,7,900,2009,2009,252678,0,0
548,0,1966,2,No,Unf,Unf,682,0,440,440,1230,TA,10440,60.0,0,6,5,440,1910,1981,110000,0,0
0,120,0,3,No,GLQ,None,1080,680,400,0,1080,Gd,7500,63.0,0,5,7,1080,2004,2005,141000,1,0
564,0,1955,3,No,Unf,None,686,0,686,280,1250,Fa,8248,45.0,0,7,5,686,1918,1950,116000,0,0
813,360,1964,4,Gd,GLQ,RFn,798,674,0,442,1611,TA,9760,80.0,128,6,6,780,1964,1964,167900,0,0
887,246,1993,3,No,GLQ,Fin,1062,750,300,574,1949,Gd,9938,80.0,90,5,7,1050,1993,1994,236000,0,0
672,0,1930,3,No,BLQ,None,697,551,121,300,1369,TA,6629,54.0,0,6,6,672,1925,1950,103600,0,0
670,170,1992,3,No,Unf,Fin,812,0,384,392,1482,Gd,9125,70.0,25,5,7,384,1992,1992,163900,0,1
0,0,1922,2,No,Unf,Unf,1048,0,993,280,1048,TA,6380,58.0,0,6,5,993,1922,1950,113000,0,0
0,0,2008,3,No,Unf,Fin,1372,0,1372,529,1372,Gd,8640,72.0,140,5,7,1372,2007,2008,250580,0,0
0,136,2001,2,No,GLQ,Fin,1296,1005,262,471,1296,Gd,6853,70.0,25,5,8,1267,2001,2002,220000,0,1
0,0,1996,3,No,GLQ,Unf,990,495,495,299,990,TA,8775,65.0,64,5,5,990,1994,1994,126000,0,0
545,0,1940,3,No,Unf,Unf,944,0,778,240,1489,TA,9900,60.0,0,7,6,778,1940,1950,139500,0,0
1101,350,2006,3,No,Unf,RFn,1071,0,1063,947,2172,Gd,14154,109.0,62,5,7,1063,2006,2006,280000,0,0
0,16,2007,2,Av,Unf,Fin,1266,0,1266,388,1266,Gd,3182,43.0,16,5,7,1266,2007,2007,159895,0,0
0,0,2009,2,No,GLQ,Fin,1218,27,1191,676,1218,Gd,7862,75.0,102,5,6,1218,2009,2009,208300,0,0
0,0,1950,2,No,Unf,Unf,932,0,932,306,932,Gd,8280,57.0,0,5,6,932,1950,1950,124000,0,0
0,0,1974,3,No,ALQ,Unf,855,257,103,440,1322,TA,2308,24.0,0,5,6,855,1974,1974,147000,0,0
634,0,1950,2,No,Unf,Unf,1001,0,485,255,1635,Gd,5310,59.0,0,8,6,485,1910,2003,117000,0,0
0,30,1960,3,No,BLQ,Unf,1478,1270,208,498,1478,TA,17600,70.0,40,5,6,1478,1960,1960,157500,0,1
526,0,0,5,No,Unf,None,658,0,658,0,1184,TA,8410,58.0,151,3,5,658,1910,1996,81000,1,0
854,196,2003,3,No,GLQ,RFn,856,706,150,548,1710,Gd,8450,65.0,61,5,7,856,2003,2003,208500,0,0
0,0,1978,2,Av,GLQ,RFn,912,773,115,470,912,TA,7540,70.0,0,6,6,888,1978,1978,156000,0,1
966,0,1967,3,Gd,LwQ,Fin,1160,249,0,538,2126,TA,28698,70.0,0,5,5,1013,1967,1967,185000,0,1
640,0,2007,3,No,None,Fin,754,0,384,400,1394,Gd,9735,73.0,0,5,5,384,2006,2007,167500,0,0
0,0,1996,2,No,GLQ,Unf,970,630,340,624,970,TA,8480,80.0,24,6,5,970,1963,1963,132500,0,0
0,335,1976,3,Av,GLQ,Unf,1034,539,473,888,1034,TA,12328,70.0,0,5,6,1012,1976,1976,169900,0,1
0,0,2004,3,No,Unf,RFn,860,0,860,565,1720,Gd,11645,89.0,70,5,7,860,2004,2004,196500,0,0
576,0,1954,3,No,Unf,Unf,811,0,811,256,1387,Gd,6000,50.0,0,4,5,811,1954,1954,93000,0,0
0,84,1959,2,Av,ALQ,RFn,1357,719,300,312,1357,Ex,11512,124.0,0,7,6,1019,1959,2006,177000,0,0
0,324,1960,3,No,Rec,Unf,1264,697,571,461,1264,TA,9300,73.0,0,5,5,1268,1960,1960,167500,0,0
742,0,2005,3,No,Unf,Fin,742,0,742,390,1484,Gd,12589,149.0,24,5,6,742,2005,2005,174000,0,0
703,0,1987,2,No,GLQ,RFn,1064,495,354,504,1767,Gd,5306,44.0,35,7,7,1064,1987,1987,239000,0,0
0,0,1932,2,No,Unf,Unf,813,0,813,270,813,Gd,5684,70.0,113,8,6,813,1930,2005,110000,0,0
0,0,0,2,Av,GLQ,None,520,490,30,0,754,TA,6780,60.0,0,8,6,520,1935,1982,84500,1,0
0,0,1960,4,Gd,GLQ,RFn,2069,425,160,505,2069,Gd,27650,313.0,0,7,7,585,1960,2007,242000,0,0
0,219,1988,3,Av,GLQ,RFn,1509,783,678,600,1509,Gd,10200,85.0,0,5,6,1461,1988,1989,175000,0,0
779,0,1994,3,No,Unf,Fin,702,0,702,343,1481,TA,8125,65.0,36,5,6,702,1994,1995,174000,0,0
0,160,1970,3,Av,ALQ,Unf,960,789,171,576,960,TA,9873,60.0,288,5,4,960,1970,1970,129000,0,0
0,0,1950,2,None,None,Unf,1040,0,0,420,1040,TA,7200,60.0,29,5,4,0,1950,1950,109900,0,0
0,0,1956,2,None,None,Unf,1040,0,0,420,1040,TA,7200,60.0,0,5,4,0,1949,1950,90000,0,0
901,0,1920,4,No,LwQ,Unf,901,352,441,216,1802,TA,7588,54.0,0,6,7,793,1920,1950,200100,0,0
1426,0,2007,4,Av,GLQ,Fin,1184,64,1120,550,2610,Ex,9000,75.0,364,5,8,1184,2007,2007,303477,0,0
0,132,1959,3,No,None,Fin,1466,176,1290,528,1466,Fa,17755,134.0,140,4,5,1466,1959,1959,149900,0,0
686,0,1961,4,No,LwQ,Unf,966,686,0,416,1652,TA,10800,60.0,0,6,5,686,1915,1950,139000,0,0
1017,0,1993,3,No,BLQ,None,1080,50,499,678,2097,Gd,11228,59.0,187,5,7,1080,1993,1993,228000,0,0
0,481,2006,2,Gd,None,None,1625,1573,0,538,1625,Gd,4750,44.0,0,5,8,1573,2006,2007,235000,0,0
983,0,1953,3,No,BLQ,Fin,1304,603,701,667,2287,TA,15593,81.0,21,4,7,1304,1953,1953,225000,0,0
1088,424,2009,3,Gd,Unf,RFn,1734,0,1734,1020,2822,Ex,13891,107.0,170,5,9,1734,2008,2009,582933,0,0
1032,40,2000,3,No,GLQ,RFn,1022,695,297,390,2054,Gd,12224,70.0,48,5,6,992,2000,2000,244000,0,1
0,56,1953,2,Mn,BLQ,Unf,1336,841,324,375,1336,TA,15750,90.0,0,5,5,1165,1953,1953,157000,0,0
0,0,1999,3,No,None,Unf,894,552,342,400,894,TA,9450,68.0,0,5,4,894,1954,1954,110000,0,0
0,0,1993,1,Gd,GLQ,Fin,1719,1619,100,473,1719,Gd,10846,32.0,30,5,8,1719,1993,1993,324000,0,0
904,448,1994,3,No,GLQ,RFn,1223,1000,223,525,2127,Gd,10944,81.0,132,5,7,1223,1994,1994,271000,0,0
0,425,1964,3,No,None,None,1251,553,698,461,1251,TA,8800,80.0,116,6,6,1251,1964,1964,160000,0,0
0,0,1958,2,No,BLQ,Fin,912,111,522,297,912,TA,7535,70.0,285,7,5,912,1958,1985,120000,0,0
0,0,0,3,No,Unf,None,600,0,600,0,968,TA,5925,50.0,0,6,3,600,1910,1950,37900,1,0
888,223,2003,3,No,GLQ,RFn,941,483,458,613,1829,Gd,9548,44.0,39,6,7,941,2003,2003,237000,0,0
784,120,1976,3,Mn,GLQ,Fin,790,712,84,566,1574,TA,18800,70.0,111,5,6,796,1976,1976,190000,0,1
0,0,0,2,No,Rec,None,720,495,225,0,720,TA,7879,60.0,523,5,4,720,1920,1950,34900,1,0
0,66,2004,3,Av,GLQ,Fin,1980,1447,533,770,1980,Ex,16737,129.0,45,5,9,1980,2004,2005,315000,0,0
0,0,1984,3,Mn,ALQ,None,1621,213,995,440,1621,Gd,14145,91.0,45,7,7,1208,1984,1998,202500,0,0
0,126,1977,3,No,ALQ,Fin,1602,1246,356,529,1602,Gd,16635,70.0,0,7,6,1602,1977,2000,215000,0,1
467,0,1926,3,Mn,LwQ,Unf,1149,370,779,216,1616,Gd,5400,40.0,0,7,6,1149,1926,2004,152000,0,0
0,0,1957,2,Gd,BLQ,RFn,1600,1277,207,319,1600,TA,16321,47.0,258,6,5,1484,1957,1997,207500,0,0
741,333,1972,3,No,Unf,None,1378,0,689,583,2119,TA,10448,70.0,104,6,6,689,1972,1972,158000,0,1
739,50,2004,3,No,Unf,Unf,970,0,970,380,1709,Gd,2522,24.0,40,5,7,970,2004,2004,130000,0,0
0,0,1968,3,No,ALQ,Fin,2110,1065,1045,522,2110,Ex,11160,93.0,0,5,7,2110,1968,1968,244000,0,0
0,0,0,3,No,Rec,None,774,544,0,0,774,Gd,4270,70.0,0,6,3,544,1931,2006,79000,1,0
0,0,0,2,No,Unf,None,796,0,796,0,796,TA,3636,40.0,0,4,4,796,1922,1950,55000,1,0
0,653,1981,2,No,Unf,RFn,1707,0,1686,511,1707,TA,16669,70.0,64,6,8,1686,1981,1981,228000,0,1
551,300,2007,3,No,GLQ,Fin,1610,1288,294,789,2161,Ex,10562,86.0,120,5,8,1582,2007,2007,325624,0,0
807,0,1996,2,No,Unf,RFn,909,0,880,512,1716,Gd,8750,70.0,120,5,7,880,1996,1996,191000,0,0
0,491,1961,3,No,ALQ,None,1362,288,700,504,1362,TA,10197,80.0,20,5,6,1362,1961,1961,163000,0,0
914,0,1998,3,Mn,GLQ,RFn,882,706,88,546,1796,TA,9531,70.0,36,5,6,794,1998,1998,211000,0,1
0,186,2008,2,Gd,GLQ,None,1652,1480,120,482,1652,Gd,5587,64.0,53,5,8,1600,2008,2008,392500,0,0
650,0,1930,3,No,ALQ,Unf,832,624,26,324,1482,TA,9000,50.0,0,9,7,650,1920,1988,143000,0,0
0,0,1925,3,No,Rec,Unf,1015,489,279,450,1015,TA,6120,51.0,0,7,5,768,1925,1950,88000,0,0
620,0,1941,3,No,BLQ,Unf,958,403,238,240,1578,Fa,9490,79.0,0,7,6,806,1941,1950,133000,0,0
0,104,1989,3,No,ALQ,Unf,1086,320,404,490,1086,TA,10200,85.0,0,7,5,1086,1954,2003,144900,0,0
546,236,0,3,No,None,None,672,0,672,0,1218,TA,1680,21.0,0,5,6,672,1971,1971,91500,1,0
0,0,1996,2,Av,ALQ,Unf,860,672,168,528,860,TA,8740,74.0,0,6,5,840,1982,1982,137000,0,0
348,0,0,3,No,Unf,None,792,0,576,0,1140,TA,8800,55.0,160,7,4,576,1910,2004,96500,1,0
651,0,1931,3,No,Unf,RFn,851,0,776,270,1502,TA,7200,60.0,0,6,7,776,1931,2000,149000,0,0
0,183,1966,3,Gd,Rec,RFn,1165,312,276,490,1165,TA,9020,82.0,129,7,6,1127,1966,1966,174900,0,0
1100,0,2002,4,No,GLQ,Fin,860,625,235,440,1960,Gd,7851,70.0,48,5,6,860,2002,2002,216500,0,1
878,202,1998,3,Av,ALQ,Fin,1153,252,901,541,2031,Gd,11404,75.0,84,5,7,1153,1998,1999,222500,0,0
703,153,1977,3,No,GLQ,Fin,689,378,311,299,1392,TA,10900,70.0,36,7,6,689,1977,1977,161750,0,1
0,226,2005,3,Mn,None,None,1541,1201,340,532,1541,Gd,12182,95.0,70,5,7,1541,2005,2005,220000,0,0
0,0,1974,3,No,Rec,Unf,1327,405,658,624,1327,Gd,7388,75.0,0,6,5,1063,1959,2002,150750,0,0
567,0,1936,3,No,BLQ,Unf,757,672,0,240,1324,TA,6000,50.0,0,6,4,672,1936,1950,128000,0,0
741,0,1975,3,No,ALQ,RFn,811,550,163,434,1552,TA,11475,85.0,208,6,6,713,1975,1975,179900,0,0
1357,336,1990,4,No,GLQ,RFn,1453,482,971,750,2810,Gd,9572,70.0,0,5,8,1453,1990,1990,302000,0,1
1518,0,1993,4,Mn,Unf,Unf,1518,0,1107,840,3608,Ex,22950,90.0,260,9,10,1107,1892,1993,475000,0,0
0,0,1959,2,Gd,BLQ,None,1328,967,383,308,1328,TA,16905,115.0,104,6,5,1350,1959,1959,170000,0,0
1281,293,1989,4,Gd,GLQ,RFn,1238,965,245,628,2519,Gd,26178,42.0,27,5,7,1210,1989,1990,335000,0,0
0,0,0,3,No,Unf,None,997,0,793,0,1517,Fa,8500,85.0,0,7,5,793,1919,2005,115000,1,0
0,0,1953,3,No,GLQ,Unf,1057,731,326,246,1057,Gd,7922,68.0,52,7,5,1057,1953,2007,109000,0,0
636,0,1983,1,Gd,GLQ,Fin,1496,1441,55,612,2132,Gd,12327,79.0,40,8,8,1496,1983,2009,316600,0,0
0,236,2002,3,Av,GLQ,Fin,1629,1300,316,808,1629,Gd,14536,85.0,252,5,8,1616,2002,2003,270000,0,0
0,180,1959,3,No,Rec,RFn,1188,1000,188,531,1188,TA,12160,70.0,0,5,5,1188,1959,1959,142000,0,1
0,84,2007,3,Gd,GLQ,Unf,1464,929,556,754,1464,Gd,15256,49.0,160,5,8,1485,2007,2007,282922,0,0
0,116,1998,2,No,GLQ,Unf,1216,897,319,402,1216,TA,4500,32.0,125,5,6,1216,1998,1998,164000,0,0
0,248,2006,3,No,Unf,None,1634,0,1626,866,1634,Gd,11428,98.0,44,5,8,1626,2006,2006,250000,0,0
252,0,2003,3,Mn,None,Unf,672,0,672,576,924,TA,8064,60.0,0,7,5,672,1949,2006,122900,0,0
